Grado,POBTOT_BC,PROM_HNV_BC
Primaria,4.127163223,1.13455091
Primaria,3.137438665,1.256402655
Primaria,3.608826604,1.238082304
Primaria,3.833876737,1.38804029
Primaria trunca,3.561986224,1.483641724
Primaria,2.164451056,1.443032374
Primaria,4.545599831,1.474376475
Primaria,3.932405024,1.2923091
Primaria,4.404558822,1.420656386
Primaria,4.380123402,1.401180595
Primaria,4.066186703,1.351235081
Primaria,4.454874812,1.540916462
Primaria,4.333313997,1.334169206
Primaria,3.479030753,1.854391607
Primaria,4.560291699,1.558520566
Primaria,3.467862138,1.2923091
Primaria trunca,3.240862021,1.748987804
Primaria,4.631612808,1.274475901
Primaria,4.291156537,1.29937669
Primaria,2.807714735,1.483641724
Secundaria,3.208144321,1.410953269
Primaria,4.08721713,1.5110687
Primaria,4.199744822,1.323825317
Primaria,3.67721132,1.344434539
Primaria,3.55218816,1.384735284
Primaria,4.196321477,1.501986959
Primaria,2.674916838,1.017860419
Primaria,4.258155964,1.543866075
Primaria trunca,1.790213214,1.615638269
Primaria,2.511249635,1.681227943
Primaria,2.637393466,1.443032374
Primaria,2.89295941,1.816077799
Primaria trunca,4.039927738,1.552677371
Primaria,4.319602152,1.334169206
Primaria,4.213240936,1.381422222
Primaria,4.516961929,1.427087009
Primaria,4.602166869,1.371434282
Primaria,3.256633169,1.430291
Primaria,4.003016971,1.351235081
Primaria,4.083070212,1.341021411
Primaria,3.396450511,1.29937669
Primaria,3.479030753,1.30289662
Primaria,5.078628406,1.252758585
Primaria,4.203148221,1.330730036
Primaria,4.057561689,1.309909008
Primaria,1.790213214,0.725577031
Primaria trunca,3.383742604,1.138532969
Primaria,2.299089791,1.081659632
Secundaria,4.153599335,1.295847534
Primaria,2.89295941,1.417429676
Primaria,2.358194492,1.245440562
Primaria trunca,2.511249635,1.048020797
Primaria,4.441590315,1.427087009
Primaria,4.213240936,1.260036842
Primaria,3.626632269,1.648817432
Primaria,3.421142295,1.410953269
Secundaria,3.421142295,1.417429676
Primaria,2.511249635,1.223243158
Primaria,3.03706367,1.520090993
Primaria,2.776802513,1.142503073
Primaria,2.865695503,0.991441664
Primaria,3.59973178,1.313401568
Primaria,3.561986224,1.474376475
Primaria,3.287086635,1.30289662
Primaria,4.017126619,1.337599649
Primaria,2.555818145,1.181563055
Primaria,2.555818145,1.320359673
Primaria,3.467862138,1.29937669
Primaria,2.807714735,1.965736267
Primaria,4.057561689,1.381422222
Primaria,4.199744822,1.371434282
Primaria,4.057561689,1.278061524
Primaria,4.291156537,1.334169206
Primaria,4.157280798,1.593072026
Primaria,3.608826604,1.461924717
Primaria,4.322370847,1.468164723
Primaria,4.33870826,1.414195317
Primaria,3.988567419,1.397907394
Primaria,3.953437466,1.471274113
Primaria,4.127163223,1.337599649
Secundaria,3.59973178,1.381422222
Primaria,3.581140043,1.288761336
Primaria,3.794930974,1.368088572
Primaria,3.738856108,1.452511122
Secundaria,3.467862138,1.212004555
Primaria,4.746154672,1.458794032
Primaria,5.145504613,1.344434539
Primaria,4.219873652,1.455656179
Primaria,4.565702494,1.394626303
Primaria,4.5070799,1.410953269
Primaria,4.021756928,1.495899021
Primaria,4.617086615,1.423875484
Secundaria,6.01921331,1.260036842
Primaria,4.497020197,1.281637601
Primaria,4.807118394,1.517090116
Secundaria,4.867022863,1.16996538
Secundaria,4.867022863,1.337599649
Secundaria,6.141587141,1.204459184
Secundaria,6.49897296,1.196870832
Primaria,4.153599335,1.320359673
Primaria,4.270375198,1.249104573
Primaria,3.444925472,1.249104573
Primaria,3.943012693,1.465048269
Primaria,4.662580146,1.394626303
Primaria,4.543735752,1.323825317
Primaria,4.591991431,1.29937669
Primaria,4.465710997,1.529054671
Primaria,5.475802402,1.330730036
Secundaria,4.884251975,1.2923091
Primaria,4.397337828,1.270880677
Primaria,4.39975504,1.252758585
Primaria,4.782349869,1.288761336
Primaria,4.264297818,1.452511122
Primaria,3.490008315,0.978028302
Primaria,3.54223676,1.875500168
Primaria,5.52764767,1.381422222
Primaria,4.486776582,1.394626303
Primaria,4.33870826,1.2923091
Secundaria,6.071731446,1.162176907
Primaria,3.91061563,1.344434539
Primaria,4.805964526,1.520090993
Primaria,4.859762596,1.260036842
Primaria,4.928238492,1.295847534
Secundaria,2.992328459,1.056511789
Primaria,3.983672621,1.13455091
Primaria,4.996120706,0.946180272
Primaria,4.021756928,1.394626303
Primaria,4.411689121,1.433487494
Primaria,4.738353027,1.274475901
Secundaria,4.80015761,1.270880677
Primaria,4.984716059,1.430291
Primaria,5.07794102,1.401180595
Primaria,4.722404038,1.306407375
Primaria,3.724007278,1.420656386
Primaria,4.223161906,1.347839081
Primaria,4.406945557,1.341021411
Primaria,4.765179544,1.274475901
Primaria,4.62520403,1.414195317
Primaria,4.497020197,1.263661204
Primaria,4.698975525,1.452511122
Primaria,4.56390475,1.477471841
Primaria,5.211523915,1.267275796
Primaria,5.521781725,1.327282089
Primaria,4.357197793,1.278061524
Primaria,4.758912162,1.29937669
Primaria,4.99288764,1.341021411
Primaria,4.993697791,1.401180595
Primaria,4.44827166,1.378101063
Secundaria,5.555680682,1.334169206
Secundaria,4.039927738,1.173842539
Primaria,4.651939425,1.337599649
Primaria,3.137438665,1.694514429
Primaria,4.782349869,1.492844923
Primaria,4.273390114,1.407703493
Primaria,4.698975525,1.358001645
Secundaria,5.485296313,1.204459184
Primaria,5.465486201,1.223243158
Secundaria,4.96627482,1.241766492
Primaria trunca,3.444925472,1.443032374
Primaria,3.840134213,1.306407375
Primaria,5.28243022,1.368088572
Primaria,5.518962927,1.397907394
Primaria,5.435169706,1.430291
Primaria,4.5070799,1.212004555
Primaria,4.439345515,1.534998293
Primaria,5.179308883,1.361372298
Secundaria,5.977221292,1.158265447
Primaria,4.127163223,1.234387937
Primaria,4.783555602,1.281637601
Primaria,4.209896061,1.468164723
Primaria,5.032674556,1.526073241
Primaria,5.277818481,1.492844923
Primaria,5.277354949,1.501986959
Primaria,3.905043792,0.959925405
Primaria,4.52280834,1.219507466
Primaria,5.042346004,1.391337282
Primaria,4.452682341,1.546809412
Primaria,5.406414486,1.309909008
Primaria,5.096848217,1.404445948
Primaria,5.075873327,1.288761336
Primaria,5.126469999,1.241766492
Primaria,4.91335133,1.55560205
Secundaria,4.781141426,1.200670413
Secundaria,5.252637309,1.249104573
Secundaria,5.607927606,1.38804029
Primaria,4.930070117,1.465048269
Secundaria,4.647315069,1.263661204
Primaria,4.560291699,1.200670413
Primaria,4.066186703,1.443032374
Primaria,3.876392311,1.514082695
Primaria,3.968744658,1.404445948
Primaria,5.164433254,1.514082695
Primaria,4.030911393,1.330730036
Primaria,3.456495985,1.368088572
Primaria,4.585102205,1.394626303
Primaria,4.583366408,1.098161242
Primaria,4.439345515,1.351235081
Primaria,3.963685305,1.146461296
Primaria,3.973761886,1.252758585
Primaria,4.613805841,1.327282089
Primaria,4.511053694,1.351235081
Primaria,5.004909415,1.323825317
Primaria,4.273390114,1.270880677
Primaria,4.288233175,1.327282089
Primaria,4.97808529,1.667814519
Secundaria,5.474563641,1.189238969
Primaria,4.644210353,1.394626303
Primaria,5.334252954,1.274475901
Primaria,4.325126258,1.523085358
Primaria,4.494986392,1.694514429
Primaria,2.412878417,1.791597778
Secundaria,5.599889016,1.263661204
Primaria,4.899970881,1.245440562
Primaria,3.608826604,1.181563055
Primaria,4.258155964,1.397907394
Primaria,4.884251975,1.313401568
Secundaria,5.238803279,1.223243158
Primaria,3.916136806,1.371434282
Secundaria,4.236132216,1.334169206
Primaria,2.597772995,0.973526213
Primaria,4.372583437,1.543866075
Primaria,4.586832574,1.341021411
Primaria,4.686151157,1.381422222
Primaria,4.066186703,1.514082695
Primaria,5.040869814,1.358001645
Secundaria,5.143693352,1.285204187
Primaria trunca,2.086754338,1.361372298
Primaria,4.103520642,1.056511789
Primaria trunca,2.299089791,1.468164723
Primaria trunca,2.944445342,1.662413019
Primaria,3.652430945,1.16996538
Secundaria,4.08721713,1.193060373
Primaria,3.760483911,0.918243567
Primaria trunca,2.234822631,1.520090993
Primaria,4.305555033,1.364734593
Primaria,3.840134213,1.615638269
Primaria,4.285294926,1.30289662
Secundaria,2.164451056,1.30289662
Primaria,4.52474362,1.263661204
Primaria,4.56390475,1.420656386
Primaria,4.516961929,1.295847534
Secundaria,5.051115627,1.29937669
Secundaria,4.588557546,1.185406552
Secundaria,4.855568882,1.189238969
Secundaria,3.287086635,1.039474349
Primaria,4.325126258,1.30289662
Primaria,3.738856108,1.381422222
Primaria,5.487112417,1.330730036
Secundaria,3.256633169,1.371434282
Secundaria,3.500801004,1.260036842
Primaria,4.048809909,1.069145973
Primaria,3.988567419,1.341021411
Primaria,3.408914121,1.219507466
Primaria,4.803649306,1.523085358
Primaria,4.057561689,1.158265447
Primaria,4.282341645,1.102254504
Secundaria,4.49294518,1.529054671
Primaria,3.78819356,1.465048269
Primaria,3.753358144,1.430291
Primaria,5.022818905,1.189238969
Secundaria,5.467692992,1.260036842
Primaria,4.698975525,1.288761336
Primaria,5.034174294,1.404445948
Secundaria,4.711504611,1.223243158
Primaria,4.52280834,1.267275796
Primaria,3.626632269,1.320359673
Secundaria,4.175349607,1.249104573
Secundaria,4.91429421,1.173842539
Secundaria,4.157280798,1.381422222
Primaria trunca,4.044385355,1.498946356
Primaria,3.921608198,1.181563055
Secundaria,3.099066523,1.712907106
Primaria,4.192877958,1.407703493
Primaria,4.021756928,1.477471841
Primaria,3.626632269,1.347839081
Secundaria,4.748730396,1.371434282
Primaria,4.206531895,1.420656386
Primaria,4.639520083,1.374771764
Primaria,4.057561689,1.378101063
Primaria,4.41639334,1.458794032
Secundaria,3.370781036,1.29937669
Secundaria,3.701047868,1.150407716
Secundaria,3.774493997,1.193060373
Primaria,4.72509502,1.361372298
Primaria,4.97891876,1.394626303
Primaria,4.311215119,1.573021677
Primaria,3.958583141,1.414195317
Secundaria,5.135154481,1.260036842
Secundaria,4.380123402,1.368088572
Primaria,2.412878417,0.794820156
Primaria,3.456495985,1.483641724
Primaria,4.003016971,1.249104573
Primaria,4.267344486,1.423875484
Primaria,3.794930974,1.465048269
Primaria trunca,2.358194492,1.852026875
Primaria,3.467862138,1.455656179
Secundaria,5.26846487,1.193060373
Secundaria,5.424627711,1.208237209
Primaria,5.390821958,1.354622588
Secundaria,6.116005591,1.060736729
Secundaria,5.341639502,1.223243158
Secundaria,4.613805841,1.274475901
Secundaria,5.011991254,1.173842539
Primaria,4.070452766,1.534998293
Primaria,3.731476034,1.452511122
Secundaria,5.389715305,1.281637601
Secundaria,5.913926364,1.306407375
Primaria,5.65133951,1.316885106
Primaria,5.550151493,1.288761336
Secundaria,5.890068459,1.226968426
Secundaria,6.059961646,1.219507466
Secundaria,5.70953525,1.263661204
Secundaria,5.49281859,1.374771764
Primaria,5.579172978,1.351235081
Primaria,4.824134325,1.351235081
Primaria,5.362376323,1.249104573
Secundaria,5.793145042,1.16996538
Preparatoria,6.057794946,1.035180085
Primaria,4.157280798,1.130556816
Secundaria,5.748407907,1.142503073
Primaria,5.703268544,1.330730036
Primaria,5.308365824,1.313401568
Primaria,2.164451056,1.578779943
Secundaria,5.593889713,1.200670413
Primaria,5.315288073,1.320359673
Secundaria,5.663990718,1.230683332
Secundaria,5.63547135,1.249104573
Secundaria,5.31785916,1.230683332
Secundaria,5.372425542,1.361372298
Secundaria,4.865991741,1.344434539
Secundaria,4.610505415,1.384735284
Primaria,4.612158099,1.354622588
Primaria,5.023583726,1.381422222
Primaria,4.938234334,1.295847534
Secundaria,4.898031393,1.267275796
Primaria,4.610505415,1.241766492
Primaria,4.756384672,1.391337282
Primaria,4.209896061,1.471274113
Primaria,4.836277026,1.381422222
Primaria,3.59973178,1.575903796
Primaria,5.527092099,1.337599649
Primaria,4.49089651,1.330730036
Primaria,3.781381765,1.223243158
Secundaria,6.298270999,1.114458515
Primaria,5.815547489,1.252758585
Primaria,4.053201868,1.260036842
Primaria,4.630017604,1.461924717
Secundaria,5.092186349,1.364734593
Secundaria,4.781141426,1.212004555
Primaria,3.330272376,1.162176907
Secundaria,6.222388456,1.208237209
Primaria,5.352117172,1.330730036
Secundaria,4.729106609,1.146461296
Secundaria,4.870104264,1.089936323
Primaria,4.255060446,1.410953269
Secundaria,4.264297818,1.306407375
Preparatoria,5.765762403,1.056511789
Primaria,2.234822631,1.361372298
Primaria,5.177614608,1.181563055
Secundaria,3.058370539,1.371434282
Primaria,4.715617588,1.138532969
Secundaria,4.684707415,1.230683332
Secundaria,6.829322272,0.964474883
Secundaria,4.003016971,1.241766492
Primaria,4.918983463,1.274475901
Primaria,5.134539046,1.407703493
Primaria,4.893151292,1.274475901
Preparatoria,3.224705245,0.794820156
Preparatoria,4.825249691,0.918243567
Preparatoria,5.356088379,0.880026706
Secundaria,5.255067906,1.234387937
Primaria,5.147909634,1.267275796
Primaria,5.284720158,1.381422222
Secundaria,5.723653074,1.196870832
Secundaria,5.734501959,1.252758585
Secundaria,5.135769173,1.185406552
Secundaria,5.59605825,1.252758585
Secundaria,5.185473104,1.245440562
Secundaria,5.51212931,1.204459184
Primaria,4.693313051,1.498946356
Primaria,5.637236764,1.30289662
Primaria,5.775999293,1.337599649
Secundaria,5.29107644,1.330730036
Primaria,4.761427865,1.341021411
Secundaria,5.795341567,1.230683332
Secundaria,5.797994643,1.270880677
Secundaria,5.783930942,1.260036842
Secundaria,5.654322223,1.285204187
Secundaria,5.56910148,1.234387937
Secundaria,5.836612437,1.118501539
Primaria,5.372042816,1.439858144
Secundaria,6.128654882,1.158265447
Primaria,5.476420591,1.2923091
Primaria,5.122071649,1.378101063
Primaria,4.936430998,1.43667653
Secundaria,5.423595274,1.341021411
Primaria,5.228682545,1.146461296
Primaria,5.121440207,1.394626303
Secundaria,4.877225333,1.313401568
Secundaria,5.302228482,1.234387937
Primaria,4.829688006,1.347839081
Primaria,5.370892843,1.364734593
Secundaria,5.212052571,1.208237209
Secundaria,5.349718966,1.249104573
Primaria,5.106697309,1.2923091
Primaria,5.069619882,1.316885106
Primaria,4.53432058,1.313401568
Secundaria,5.529310517,1.309909008
Secundaria,5.366653057,1.204459184
Secundaria,5.397409762,1.295847534
Primaria,5.553318892,1.270880677
Primaria,4.49089651,1.351235081
Primaria,4.662580146,1.443032374
Primaria,3.532127347,1.407703493
Secundaria,4.677430826,1.16607686
Preparatoria,3.701047868,1.052273176
Primaria,5.37888657,1.270880677
Primaria,4.867022863,1.5080481
Primaria,4.751293897,1.483641724
Primaria trunca,3.383742604,1.5080481
Primaria,4.427985794,1.517090116
Primaria,5.073103402,1.62122318
Primaria,4.216566731,1.578779943
Primaria,4.432557106,1.601577287
Primaria,4.653472245,1.43667653
Primaria,4.513030052,1.449358826
Secundaria,5.252149768,1.234387937
Primaria,4.623590097,1.219507466
Primaria,4.182424053,1.358001645
Primaria,4.936430998,1.189238969
Primaria,4.264297818,1.245440562
Primaria,4.798988639,1.378101063
Primaria,4.881251965,1.295847534
Primaria,4.99288764,1.670507484
Primaria,4.302703979,1.624007271
Secundaria,4.607185109,1.017860419
Secundaria,2.234822631,1.417429676
Primaria,4.556654983,1.391337282
Primaria,5.095520576,1.534998293
Primaria,5.241800071,1.520090993
Primaria,4.722404038,1.529054671
Primaria,5.106697309,1.371434282
Primaria,4.739661142,1.414195317
Primaria,4.44827166,1.561432948
Primaria,5.297352425,1.578779943
Primaria,5.330934199,1.371434282
Primaria,3.998238992,1.230683332
Primaria,4.457058788,1.344434539
Secundaria,4.885248213,1.330730036
Primaria,5.092854931,1.446199256
Primaria,4.33870826,1.612837402
Secundaria,5.548825498,1.234387937
Primaria,4.41873089,1.540916462
Primaria,4.825249691,1.578779943
Primaria,4.565702494,1.417429676
Primaria,4.868051986,1.394626303
Primaria,4.597102583,1.439858144
Primaria,4.837367325,1.238082304
Primaria,4.578126115,1.330730036
Primaria,5.016659378,1.495899021
Primaria,4.450481312,1.632326378
Primaria,4.56390475,1.29937669
Primaria,5.037904726,1.306407375
Primaria,5.329266416,1.452511122
Primaria,4.160939335,1.361372298
Primaria,5.390821958,1.498946356
Primaria trunca,4.103520642,1.601577287
Secundaria,5.264197795,1.256402655
Primaria,4.772605428,1.523085358
Secundaria,5.783449262,1.378101063
Secundaria,4.700381986,1.410953269
Primaria,5.404626788,1.449358826
Primaria,5.066815984,1.330730036
Primaria,4.091335254,1.540916462
Primaria,4.387564873,1.523085358
Primaria,4.048809909,1.635088435
Primaria,2.674916838,1.030871661
Primaria,5.116360353,1.344434539
Secundaria,3.794930974,1.439858144
Primaria,4.421058835,1.458794032
Primaria,4.078894111,1.62122318
Primaria,4.258155964,1.430291
Primaria,4.107527332,1.65427152
Primaria,3.833876737,1.358001645
Primaria,4.593700407,1.61843352
Primaria,4.08721713,1.313401568
Secundaria,3.808188788,1.529054671
Primaria,5.002527188,1.347839081
Primaria,3.571635424,1.384735284
Secundaria,3.173729076,1.581650145
Primaria,4.103520642,1.707676533
Primaria,2.086754338,1.361372298
Primaria,5.018977784,1.309909008
Primaria,4.330597713,1.2923091
Primaria,1.790213214,1.417429676
Primaria,4.459234333,1.558520566
Primaria,4.142414592,1.364734593
Primaria,4.273390114,1.543866075
Primaria,3.54223676,1.728483342
Primaria,5.28334746,1.295847534
Primaria trunca,3.781381765,1.347839081
Primaria,3.240862021,1.691867163
Primaria,4.951565356,1.29937669
Primaria trunca,4.232916654,1.391337282
Primaria,4.847080909,1.341021411
Primaria,5.233768448,1.278061524
Primaria,4.236132216,1.320359673
Primaria,4.608847761,1.241766492
Primaria trunca,4.721053523,1.474376475
Primaria trunca,3.59973178,1.288761336
Primaria trunca,4.327868507,1.446199256
Primaria trunca,4.157280798,1.344434539
Primaria,5.927676539,1.316885106
Primaria,5.352117172,1.177708407
Primaria,4.990449596,1.334169206
Primaria,4.308392036,1.498946356
Primaria,4.572835765,1.173842539
Primaria,3.958583141,1.417429676
Primaria,4.864958611,1.320359673
Primaria trunca,4.394910292,1.381422222
Primaria,5.413852032,1.263661204
Primaria,4.552994305,1.226968426
Primaria,5.485296313,1.316885106
Primaria,4.171780094,1.181563055
Primaria,5.214161658,1.368088572
Secundaria,3.433143426,1.285204187
Primaria,4.972213436,1.341021411
Primaria trunca,4.721053523,1.344434539
Primaria trunca,4.423377251,1.274475901
Primaria,5.187141287,1.358001645
Primaria,5.11954118,1.2923091
Primaria,5.090846562,1.249104573
Primaria,4.325126258,1.270880677
Primaria,2.919184899,1.114458515
Primaria,4.711504611,1.344434539
Primaria,2.412878417,1.417429676
Primaria,5.413148566,1.274475901
Primaria,4.998532393,1.427087009
Primaria,5.165013545,1.219507466
Primaria,2.919184899,1.404445948
Primaria,4.520866329,1.212004555
Primaria,4.929155102,1.313401568
Primaria trunca,2.086754338,2.334935168
Primaria trunca,4.825249691,1.465048269
Primaria,4.270375198,1.162176907
Primaria,4.762681328,1.414195317
Primaria,4.921777102,1.274475901
Primaria,4.684707415,1.274475901
Primaria,5.008855684,1.391337282
Primaria,4.763931884,1.610030895
Primaria,4.505082369,1.492844923
Primaria,5.333425355,1.384735284
Primaria,4.664083501,1.529054671
Primaria,4.270375198,1.517090116
Primaria,4.719699636,1.593072026
Primaria,4.650402304,1.361372298
Primaria,4.44827166,1.256402655
Primaria,4.714250055,1.461924717
Primaria,4.003016971,1.364734593
Primaria,4.29983874,1.552677371
Primaria,4.556654983,1.546809412
Primaria,3.561986224,1.520090993
Primaria,2.944445342,1.081659632
Primaria,4.746154672,1.532029678
Primaria,4.578126115,1.334169206
Primaria,5.266572898,1.358001645
Primaria,4.314024414,1.417429676
Primaria,4.330597713,1.223243158
Primaria,4.486776582,1.458794032
Primaria,3.993422673,1.546809412
Primaria,4.41873089,1.584514428
Primaria,4.528594159,1.474376475
Primaria,4.612158099,1.404445948
Primaria,4.459234333,1.252758585
Primaria trunca,3.821167007,1.468164723
Primaria,4.607185109,1.452511122
Primaria,4.486776582,1.573021677
Secundaria,4.835184493,1.414195317
Primaria,4.687591085,1.341021411
Primaria,4.091335254,1.212004555
Primaria,4.24881938,1.423875484
Primaria,4.160939335,1.334169206
Primaria,3.91061563,1.433487494
Primaria,4.763931884,1.532029678
Primaria,4.770141493,1.523085358
Primaria,4.476342488,1.38804029
Primaria,3.608826604,1.558520566
Primaria,5.006491521,1.397907394
Primaria trunca,4.603844692,1.573021677
Primaria,4.707360252,1.540916462
Primaria trunca,4.030911393,1.427087009
Primaria,3.943012693,1.65427152
Primaria,4.661072648,1.423875484
Primaria,4.43709176,1.177708407
Primaria,5.14126826,1.537960545
Primaria trunca,4.423377251,1.69715672
Primaria,4.196321477,1.407703493
Primaria,4.618719703,1.520090993
Primaria,3.626632269,1.274475901
Primaria,4.872148633,1.598747973
Primaria,4.380123402,1.420656386
Primaria,4.40216201,1.288761336
Primaria,4.387564873,1.626785819
Primaria,4.344052212,1.414195317
Primaria,4.579878396,1.477471841
Primaria,5.071016122,1.341021411
Primaria,3.532127347,1.731062739
Primaria,4.08721713,1.5080481
Primaria,4.572835765,1.394626303
Primaria,4.46998774,1.587372819
Primaria,4.610505415,1.449358826
Primaria,4.083070212,1.526073241
Primaria,5.033424968,1.404445948
Primaria,4.917112768,1.601577287
Primaria,4.319602152,1.43667653
Primaria,4.367500828,1.648817432
Primaria,4.380123402,1.543866075
Primaria,4.450481312,1.567239418
Primaria,4.305555033,1.361372298
Primaria,3.988567419,1.474376475
Primaria,3.079025749,1.498946356
Primaria,2.710546369,1.452511122
Secundaria,3.015064485,1.543866075
Primaria trunca,2.299089791,1.615638269
Primaria,2.234822631,1.361372298
Primaria trunca,3.11852702,1.558520566
Primaria trunca,3.079025749,1.407703493
Primaria,3.173729076,1.540916462
Primaria,2.086754338,1.976629097
Primaria trunca,3.669059571,1.705053943
Primaria,3.701047868,1.384735284
Primaria,4.602166869,1.483641724
Primaria,3.635349926,1.344434539
Primaria,4.111507063,1.430291
Primaria,3.876392311,1.274475901
Primaria,3.626632269,1.702426457
Primaria,4.605517429,1.537960545
Primaria,3.685258263,1.468164723
Primaria trunca,3.456495985,1.702426457
Primaria trunca,4.192877958,1.534998293
Primaria trunca,3.882231452,1.595912894
Primaria,3.079025749,1.465048269
Primaria trunca,1.790213214,1.870836194
Primaria,3.724007278,1.374771764
Primaria,3.669059571,1.471274113
Primaria trunca,1.90231005,1.30289662
Primaria,3.617792274,1.423875484
Primaria trunca,2.511249635,1.181563055
Primaria,4.007757191,1.483641724
Primaria,3.500801004,1.483641724
Primaria trunca,3.433143426,1.593072026
Primaria,2.463735744,1.181563055
Primaria trunca,1.90231005,1.520090993
Primaria,3.701047868,1.439858144
Primaria,3.846328444,1.427087009
Primaria,4.862886302,1.320359673
Primaria,4.061889821,1.330730036
Primaria,2.164451056,1.30289662
Primaria trunca,3.137438665,1.712907106
Primaria,3.870496731,1.632326378
Primaria,4.994506683,1.455656179
Primaria,4.370047793,1.581650145
Primaria,5.208872272,1.486716307
Primaria,3.781381765,1.635088435
Primaria,5.46072313,1.537960545
Primaria trunca,2.164451056,1.256402655
Primaria,3.852460646,1.540916462
Primaria,4.33870826,1.381422222
Primaria,4.367500828,1.517090116
Primaria trunca,2.968806696,1.520090993
Primaria,3.396450511,1.80389045
Primaria,4.175349607,1.61843352
Primaria trunca,4.261235032,1.364734593
Primaria trunca,4.057561689,1.686557625
Primaria,3.421142295,1.702426457
Primaria,4.367500828,1.354622588
Primaria,5.05902559,1.309909008
Primaria,3.421142295,1.267275796
Primaria,4.370047793,1.748987804
Primaria,4.206531895,1.558520566
Primaria,2.968806696,1.537960545
Primaria,4.206531895,1.526073241
Primaria,4.52474362,1.397907394
Primaria,4.119387026,1.561432948
Primaria,4.03543658,1.381422222
Primaria,1.790213214,1.048020797
Primaria,3.099066523,1.295847534
Primaria,3.724007278,1.270880677
Primaria trunca,2.89295941,1.624007271
Primaria,4.873167869,1.581650145
Secundaria,1.501912842,0.725577031
Primaria,3.256633169,1.626785819
Primaria,4.738353027,1.391337282
Primaria trunca,2.968806696,1.746440959
Primaria trunca,2.776802513,1.417429676
Primaria trunca,1.90231005,2.07115483
Primaria,4.718342363,1.371434282
Primaria trunca,2.000112052,1.615638269
Primaria,1.306011992,1.520090993
Primaria,4.765179544,1.334169206
Primaria,4.330597713,1.397907394
Primaria,4.585102205,1.43667653
Primaria,4.910512528,1.5080481
Primaria,3.626632269,1.593072026
Primaria trunca,3.767528611,1.678555496
Primaria trunca,3.316191066,1.520090993
Primaria,2.674916838,1.718118329
Primaria,4.656525078,1.394626303
Primaria,3.240862021,1.702426457
Primaria trunca,4.349346748,1.564339223
Primaria,3.03706367,1.681227943
Primaria,2.597772995,1.552677371
Secundaria,1.501912842,2.01940016
Primaria,4.232916654,1.637845043
Primaria,4.03543658,1.480560247
Primaria,3.846328444,1.694514429
Primaria,3.532127347,1.320359673
Primaria trunca,2.412878417,1.662413019
Primaria,4.123287931,1.786650779
Primaria,4.206531895,1.337599649
Primaria trunca,1.659178241,0.973526213
Primaria,3.808188788,1.43667653
Primaria,4.196321477,1.337599649
Primaria,3.846328444,1.590225343
Primaria trunca,4.22968321,1.648817432
Primaria,4.285294926,1.313401568
Primaria,3.330272376,1.766688507
Primaria,3.801595551,1.520090993
Primaria,4.107527332,1.593072026
Primaria,3.988567419,1.610030895
Primaria,2.358194492,1.048020797
Primaria trunca,2.299089791,1.181563055
Primaria,2.674916838,1.288761336
Primaria,4.653472245,1.561432948
Primaria,3.396450511,1.707676533
Primaria,3.370781036,1.330730036
Primaria trunca,2.358194492,2.087336467
Primaria trunca,1.90231005,1.361372298
Primaria,1.790213214,2.01940016
Primaria trunca,1.501912842,1.520090993
Primaria,1.90231005,0.855550319
Primaria trunca,4.242510447,1.607218723
Primaria,1.501912842,1.361372298
Primaria,4.119387026,1.461924717
Primaria,2.555818145,1.274475901
Primaria,4.095424966,1.486716307
Primaria,3.635349926,1.520090993
Primaria,3.685258263,1.344434539
Primaria,4.351975758,1.417429676
Primaria,3.948247562,1.558520566
Primaria,4.08721713,1.69715672
Primaria,3.344056723,1.646082396
Primaria,4.623590097,1.433487494
Primaria,3.840134213,1.702426457
Primaria,4.530509508,1.427087009
Primaria trunca,1.90231005,1.662413019
Primaria,2.463735744,1.417429676
Primaria trunca,2.710546369,1.662413019
Primaria,4.308392036,1.368088572
Primaria trunca,1.90231005,0
Primaria trunca,2.597772995,1.791597778
Primaria,3.833876737,1.43667653
Primaria,3.968744658,1.561432948
Primaria trunca,1.790213214,1.361372298
Primaria trunca,2.511249635,1.615638269
Primaria,3.827554765,1.532029678
Primaria trunca,2.358194492,1.791597778
Primaria,1.659178241,1.181563055
Primaria,1.659178241,1.520090993
Primaria trunca,1.90231005,1.791597778
Primaria trunca,1.306011992,0.725577031
Primaria,3.635349926,1.397907394
Secundaria,2.412878417,0.946180272
Primaria trunca,1.306011992,0
Primaria,1.659178241,1.181563055
Primaria trunca,1.90231005,1.520090993
Primaria trunca,1.306011992,1.520090993
Primaria trunca,1.501912842,1.520090993
Primaria,4.294065158,1.38804029
Secundaria,2.086754338,1.417429676
Primaria trunca,2.299089791,1.361372298
Primaria,2.944445342,1.48978403
Primaria,3.370781036,1.274475901
Primaria,2.234822631,1.181563055
Primaria,2.674916838,1.443032374
Primaria,3.079025749,1.615638269
Secundaria,1.90231005,2.121140638
Secundaria,2.463735744,1.57013356
Primaria trunca,2.086754338,0.725577031
Primaria,2.164451056,1.30289662
Primaria,2.000112052,0.973526213
Primaria trunca,1.306011992,2.216293045
Secundaria,2.511249635,1.245440562
Primaria,3.058370539,1.449358826
Primaria,2.637393466,1.114458515
Primaria,2.463735744,1.728483342
Primaria trunca,1.90231005,1.181563055
Primaria trunca,1.790213214,1.181563055
Primaria trunca,1.90231005,1.181563055
Primaria trunca,2.000112052,1.662413019
